name,pos,team,adp,points,ceiling,floor,ecr_sd,ecr_best,ecr_worst,bye,yahoo_id
Tyler Allgeier,RB,ARI,143.3,95.9,125.7,48.5,18.52,102,228,14,NA
Tyjae Spears,RB,TEN,144.3,92.7,116.3,67.9,15.2,110,189,9,NA
Chris Rodriguez Jr.,RB,JAC,145.4,90.0,134.7,47.6,25.27,93,238,7,NA
Alvin Kamara,RB,NO,145.7,88.0,113.4,70.6,13.57,117,182,8,NA
Dylan Sampson,RB,CLE,146.2,86.6,110.9,67.9,12.04,122,189,11,NA
Juwan Johnson,TE,NO,146.9,105.3,128.2,91.8,21.34,111,196,8,NA
Zach Charbonnet,RB,SEA,148.4,84.8,157.3,30.8,32.05,80,268,11,NA
Rashid Shaheed,WR,SEA,149.9,101.0,111.1,79.7,14.42,123,199,11,NA
Isiah Pacheco,RB,DET,151.1,82.4,113.4,67.9,12.52,120,189,6,NA
Cam Ward,QB,TEN,151.5,174.0,214.3,136.7,20.42,125,246,9,NA
Brenton Strange,TE,JAC,152.1,102.3,128.2,83.0,22.64,111,236,7,NA
Houston Texans,DST,HOU,153.6,119.5,119.5,119.5,6.08,147,183,8,NA
Jauan Jennings,WR,MIN,154.1,99.7,129.9,43.2,30.18,94,276,6,NA
Jerry Jeudy,WR,CLE,156.9,98.4,115.1,69.4,20.17,115,219,11,NA
Denzel Boston,WR,CLE,158.7,96.8,115.1,26.8,36.35,115,309,11,NA
Daniel Jones,QB,IND,159.0,166.6,214.3,125.1,30.47,129,276,13,NA
Keaton Mitchell,RB,LAC,159.2,80.1,113.4,34.7,26.81,118,260,7,NA
Chig Okonkwo,TE,WAS,159.3,100.0,143.9,66.7,38.25,95,261,7,NA
Jonah Coleman,RB,DEN,162.0,77.7,113.4,3.6,31.91,120,320,10,NA
Denver Broncos,DST,DEN,162.4,119.0,119.0,119.0,5.61,151,183,10,NA
Omar Cooper Jr.,WR,NYJ,163.8,95.2,109.3,31.5,34.93,126,304,13,NA
Hunter Henry,TE,NE,163.9,98.0,138.3,83.0,23.25,106,228,11,NA
Adonai Mitchell,WR,NYJ,165.0,93.6,103.9,68.4,20.53,137,225,13,NA
Bryce Young,QB,CAR,165.5,158.3,214.3,125.1,24.58,129,276,5,NA
Seattle Seahawks,DST,SEA,166.8,118.5,118.5,118.5,4.26,151,185,11,NA
Stefon Diggs,WR,FA,167.9,92.1,138.9,11.4,52.27,83,363,NA,NA
Los Angeles Rams,DST,LAR,168.9,118.0,118.0,118.0,6.42,150,186,11,NA
Oronde Gadsden II,TE,LAC,169.1,96.0,143.9,83.0,36.6,97,236,7,NA
Brian Robinson Jr.,RB,ATL,170.3,75.2,99.3,47.6,18.79,141,238,11,NA
Jalen McMillan,WR,TB,170.4,90.8,105.3,41.0,28.45,135,291,10,NA
Tank Bigsby,RB,PHI,173.4,72.6,99.3,40.6,24.82,142,247,10,NA
Travis Hunter,WR,JAC,173.6,89.7,129.9,43.2,35.45,94,277,7,NA
Philadelphia Eagles,DST,PHI,174.0,117.5,117.5,117.5,8.95,161,235,10,NA
Tre Tucker,WR,LV,175.7,88.4,115.1,41.0,29.84,120,291,13,NA
Braelon Allen,RB,NYJ,176.5,70.6,110.9,7.4,33.65,122,313,13,NA
Dalton Schultz,TE,HOU,179.1,93.8,128.2,83.0,22.85,112,226,8,NA
Tre' Harris,WR,LAC,180.0,87.2,105.3,33.6,29.99,136,298,7,NA
James Conner,RB,ARI,182.7,67.9,121.7,3.8,43.57,103,318,14,NA
Minnesota Vikings,DST,MIN,185.0,117.0,117.0,117.0,8.8,171,235,6,NA
New England Patriots,DST,NE,186.2,116.5,116.5,116.5,12.23,167,279,11,NA
Ryan Flournoy,WR,DAL,186.7,86.0,102.6,25.0,26.37,148,316,14,NA
Brandon Aubrey,K,DAL,186.9,129.5,129.5,129.5,1.78,179,193,14,NA
Deebo Samuel Sr.,WR,SF,187.0,84.4,157.5,10.4,54.34,76,395,8,NA
Jacksonville Jaguars,DST,JAC,187.1,116.0,116.0,116.0,7.42,171,235,7,NA
Pittsburgh Steelers,DST,PIT,187.6,115.5,115.5,115.5,4.25,171,194,9,NA
T.J. Hockenson,TE,MIN,188.2,91.8,108.9,70.9,19.62,138,246,6,NA
Troy Franklin,WR,DEN,191.4,83.1,109.3,31.5,37.35,128,303,10,NA
Ka'imi Fairbairn,K,HOU,192.0,129.0,129.0,129.0,2.07,183,200,8,NA
Jaylin Noel,WR,HOU,192.6,82.1,102.6,41.9,27.34,140,284,8,NA
Kayshon Boutte,WR,NE,193.1,81.1,103.9,44.8,28.93,137,270,11,NA
Jacoby Brissett,QB,ARI,193.9,150.9,214.3,119.2,39.6,129,285,14,NA
Los Angeles Chargers,DST,LAC,194.4,115.0,115.0,115.0,17.06,173,279,7,NA
Emmett Johnson,RB,KC,194.6,65.3,86.6,4.7,37.64,148,317,5,NA
Cameron Dicker,K,LAC,195.2,128.5,128.5,128.5,7.6,187,253,7,NA
Kimani Vidal,RB,LAC,195.6,62.8,82.4,23.1,33.97,152,283,7,NA
Antonio Williams,WR,WAS,197.7,80.2,115.1,25.0,47.18,116,318,7,NA
Isaac TeSlaa,WR,DET,198.5,79.7,101.0,39.8,24.73,150,293,6,NA
Cam Little,K,JAC,198.7,128.0,128.0,128.0,11.32,184,282,7,NA
Green Bay Packers,DST,GB,199.6,114.5,114.5,114.5,20.3,181,280,11,NA
Jason Myers,K,SEA,200.8,127.5,127.5,127.5,7.71,190,253,11,NA
Calvin Ridley,WR,TEN,202.7,79.0,103.9,36.1,31.58,137,296,9,NA
Ray Davis,RB,BUF,203.5,60.1,88.0,0.8,35.54,146,331,7,NA
Baltimore Ravens,DST,BAL,203.7,114.0,114.0,114.0,22.29,161,280,13,NA
Jalen Nailor,WR,LV,204.1,78.0,119.0,26.8,48.8,110,309,13,NA
Mike Washington Jr.,RB,LV,206.4,57.0,99.3,3.8,35.27,143,319,13,NA
Sean Tucker,RB,TB,206.9,54.7,88.0,0.0,37.53,146,352,10,NA
Darnell Mooney,WR,NYG,207.0,77.0,101.0,47.6,20.87,154,266,8,NA
Tyler Loop,K,BAL,207.4,127.0,127.0,127.0,8.08,187,250,13,NA
Eddy Pineiro,K,SF,207.6,126.5,126.5,126.5,6.65,197,250,8,NA
Emanuel Wilson,RB,SEA,208.6,52.1,92.7,11.2,37.97,145,305,11,NA
Pat Bryant,WR,DEN,208.7,75.5,89.7,42.5,26.23,174,281,10,NA
AJ Barner,TE,SEA,209.6,90.2,108.9,70.9,23.79,144,252,11,NA
Greg Dulcich,TE,MIA,211.1,88.3,108.9,56.2,41.96,131,291,6,NA
Kansas City Chiefs,DST,KC,213.1,113.5,113.5,113.5,15,175,279,5,NA
Dontayvion Wicks,WR,PHI,213.2,74.0,102.6,41.0,26.27,149,291,10,NA
Malik Washington,WR,MIA,213.4,72.5,102.6,33.6,41.15,149,298,6,NA
Brandon Aiyuk,WR,SF,213.6,70.9,105.3,11.4,52.15,133,366,8,NA
Evan McPherson,K,CIN,214.0,126.0,126.0,126.0,13.65,189,257,6,NA
Cleveland Browns,DST,CLE,214.4,113.0,113.0,113.0,34.26,172,356,11,NA
Cairo Santos,K,CHI,214.7,125.5,125.5,125.5,7.31,199,252,10,NA
Kenyon Sadiq,TE,NYJ,214.9,85.7,108.9,10.3,40.87,138,395,13,NA
Detroit Lions,DST,DET,216.2,112.5,112.5,112.5,21.13,185,279,6,NA
De'Zhaun Stribling,WR,SF,216.7,69.4,115.1,10.4,57.29,116,391,8,NA
Nicholas Singleton,RB,TEN,217.8,49.9,92.7,0.0,43.89,145,368,9,NA
Andy Borregales,K,NE,218.5,125.0,125.0,125.0,14.55,193,276,11,NA
Gunnar Helm,TE,TEN,219.5,83.0,102.3,32.9,31.73,157,334,9,NA
Chimere Dike,WR,TEN,221.4,68.4,102.6,25.0,39.98,140,315,9,NA
Buffalo Bills,DST,BUF,223.5,112.0,112.0,112.0,16.35,190,280,7,NA
Kaytron Allen,RB,WAS,223.8,48.5,82.4,3.1,40.89,156,322,7,NA
Jake Bates,K,DET,224.0,124.5,124.5,124.5,14.84,192,252,6,NA
Chase McLaughlin,K,TB,225.1,124.0,124.0,124.0,17.68,198,289,10,NA
Aaron Rodgers,QB,PIT,225.5,143.1,203.6,57.2,45.38,136,344,9,NA
Cooper Kupp,WR,SEA,227.8,67.3,93.6,32.7,28.62,166,299,11,NA
Tank Dell,WR,HOU,228.1,66.0,92.1,25.0,27.31,168,316,8,NA
Jaylen Wright,RB,MIA,228.4,47.6,82.4,16.6,29.15,156,292,6,NA
Geno Smith,QB,NYJ,232.2,136.7,174.0,103.6,34.28,153,317,13,NA
Zachariah Branch,WR,ATL,232.8,65.0,102.6,36.1,33.45,149,295,11,NA
Rashod Bateman,WR,BAL,233.0,63.8,92.1,36.1,23.95,168,295,13,NA
Harrison Mevis,K,LAR,233.2,123.5,123.5,123.5,22.62,200,282,11,NA
Germie Bernard,WR,PIT,234.0,62.7,92.1,25.0,35.06,169,316,9,NA
Tyreek Hill,WR,FA,234.7,61.5,111.1,11.4,59.56,123,364,NA,NA
Chris Bell,WR,MIA,238.9,60.6,101.0,32.0,32.3,154,302,6,NA
MarShawn Lloyd,RB,GB,240.1,46.6,82.4,1.4,42.31,157,326,11,NA
Elic Ayomanor,WR,TEN,241.4,59.6,98.4,15.5,40.38,158,338,9,NA
Harrison Butker,K,KC,241.5,123.0,123.0,123.0,24.68,187,315,5,NA
Justice Hill,RB,BAL,242.1,45.5,88.0,8.3,40.34,146,311,13,NA
Jack Bech,WR,LV,243.6,58.7,92.1,15.2,27.78,170,340,13,NA
Pat Freiermuth,TE,PIT,243.7,79.8,96.0,52.3,24.77,173,306,9,NA
Terrance Ferguson,TE,LAR,244.0,76.4,91.8,10.3,25.31,196,390,11,NA
Chris Boswell,K,PIT,244.9,122.5,122.5,122.5,18.98,198,333,9,NA
Jaydon Blue,RB,DAL,245.1,44.1,82.4,5.7,40.97,157,316,14,NA
Keon Coleman,WR,BUF,245.2,57.5,102.6,29.6,31.76,140,307,7,NA
Ollie Gordon II,RB,MIA,245.8,42.6,70.6,0.5,22.11,177,340,6,NA
David Njoku,TE,LAC,245.8,73.3,93.8,52.3,20.31,181,300,7,NA
Cade Otton,TE,TB,245.9,70.9,91.8,40.1,21.23,196,325,10,NA
Trey Benson,RB,ARI,246.9,40.6,113.4,0.0,50.02,120,358,14,NA
Sterling Shepard,WR,FA,247.0,56.4,92.1,20.0,77,170,324,NA,NA
Isaiah Davis,RB,NYJ,251.0,38.5,77.7,8.3,29.35,164,311,13,NA
Elijah Sarratt,WR,BAL,252.8,55.0,81.1,20.0,24.76,195,322,13,NA
Evan Engram,TE,DEN,254.3,68.5,96.0,54.1,24.06,173,295,10,NA
Malachi Fields,WR,NYG,254.5,53.5,88.4,11.4,34.69,176,367,8,NA
Demond Claiborne,RB,MIN,254.8,36.5,80.1,0.0,40.18,160,358,6,NA
San Francisco 49ers,DST,SF,255.0,111.0,111.0,111.0,32.76,167,356,8,NA
Tennessee Titans,DST,TEN,255.0,111.5,111.5,111.5,63.59,191,358,9,NA
Christian Kirk,WR,SF,255.9,52.3,87.2,19.4,27.62,184,325,8,NA
Fernando Mendoza,QB,LV,256.3,130.2,174.0,57.2,38.84,159,346,13,NA
Ted Hurst III,WR,TB,256.4,51.2,77.0,10.9,37.41,208,385,10,NA
Colby Parkinson,TE,LAR,256.7,66.7,93.8,50.7,18.95,185,309,11,NA
Marvin Mims Jr.,WR,DEN,258.2,50.2,78.0,11.4,28.6,205,363,10,NA
Tory Horton,WR,SEA,258.6,49.5,92.1,14.9,27.48,168,343,11,NA
Ty Johnson,RB,BUF,258.7,34.7,52.1,0.0,26.82,213,386,7,NA
Will Reichard,K,MIN,259.8,122.0,122.0,122.0,33.51,193,333,6,NA
George Holani,RB,SEA,260.4,33.1,77.7,0.0,41.29,169,394,11,NA
Chris Brooks,RB,GB,261.1,32.1,70.6,7.9,28.87,182,312,11,NA
Xavier Legette,WR,CAR,262.3,48.9,79.7,12.7,34.09,199,356,5,NA
Atlanta Falcons,DST,ATL,263.0,110.5,110.5,110.5,31.69,191,347,11,NA
Devin Neal,RB,NO,264.2,31.3,77.7,0.0,39.71,169,393,8,NA
Darius Slayton,WR,NYG,264.8,48.2,79.7,10.9,34.01,199,381,8,NA
Kyle Williams,WR,NE,265.0,47.6,81.1,11.4,37.92,197,375,11,NA
Kaleb Johnson,RB,PIT,265.4,30.8,80.1,1.4,35.11,160,326,9,NA
Mason Taylor,TE,NYJ,266.2,65.0,91.8,27.2,32.15,196,349,13,NA
Spencer Shrader,K,IND,267.2,121.5,121.5,121.5,42.86,215,329,13,NA
Tua Tagovailoa,QB,ATL,267.4,125.1,203.6,57.2,34.71,139,347,11,NA
Nick Folk,K,ATL,268.1,121.0,121.0,121.0,51.73,213,368,11,NA
Keenan Allen,WR,LAC,268.3,47.0,81.1,33.6,25.57,194,298,7,NA
DJ Giddens,RB,IND,268.4,30.1,49.9,1.2,22.44,222,329,13,NA
Tyquan Thornton,WR,KC,268.6,46.3,92.1,20.0,31.44,168,323,5,NA
Chris Brazzell II,WR,CAR,269.2,45.6,68.4,14.1,29.25,222,349,5,NA
Eli Stowers,TE,PHI,269.3,62.9,91.8,17.3,28.82,195,361,10,NA
Mack Hollins,WR,NE,269.3,44.8,90.8,10.9,47.8,172,385,11,NA
Theo Johnson,TE,NYG,269.4,60.6,93.8,30.4,31.67,181,345,8,NA
Jordan James,RB,SF,269.8,29.5,77.7,0.0,40.55,164,402,8,NA
Wil Lutz,K,DEN,269.9,120.5,120.5,120.5,29.23,204,333,10,NA
LeQuint Allen Jr.,RB,JAC,270.1,29.0,67.9,0.0,29.3,189,364,7,NA
Devaughn Vele,WR,NO,270.5,44.0,75.5,11.4,25.21,209,366,8,NA
Chicago Bears,DST,CHI,270.9,110.0,110.0,110.0,44.87,190,347,10,NA
Jake Moody,K,WAS,271.2,120.0,120.0,120.0,40.34,244,341,7,NA
Mike Gesicki,TE,CIN,271.8,58.4,83.0,30.4,22.37,226,345,6,NA
Blake Grupe,K,IND,272.0,119.5,119.5,119.5,53.21,214,356,13,NA
Andrei Iosivas,WR,CIN,272.7,43.2,78.0,14.9,31.25,205,343,6,NA
Dallas Cowboys,DST,DAL,274.2,109.5,109.5,109.5,59.3,183,367,14,NA
Samaje Perine,RB,CIN,274.6,28.2,82.4,0.0,41.7,157,415,6,NA
New York Giants,DST,NYG,274.6,109.0,109.0,109.0,58.74,186,388,8,NA
Kendre Miller,RB,NO,274.9,27.3,77.7,0.0,43.37,164,360,8,NA
New Orleans Saints,DST,NO,276.3,108.5,108.5,108.5,42.04,183,356,8,NA
Cincinnati Bengals,DST,CIN,277.6,108.0,108.0,108.0,53.55,206,357,6,NA
Malik Davis,RB,DAL,278.9,26.5,70.6,1.1,26.17,182,330,14,NA
Brashard Smith,RB,KC,279.1,25.4,47.6,0.0,25.96,234,358,5,NA
Charlie Smyth,K,NO,279.3,119.0,119.0,119.0,40,207,366,8,NA
Kaelon Black,RB,SF,279.4,24.1,77.7,0.5,40.6,169,338,8,NA
Jake Bobo,WR,SEA,279.5,42.5,58.7,25.0,35.5,244,315,11,NA
Tyler Bass,K,BUF,280.4,118.5,118.5,118.5,49.97,214,411,7,NA
Indianapolis Colts,DST,IND,281.3,107.5,107.5,107.5,31.86,218,358,13,NA
Alexander Mattison,RB,FA,282.0,23.1,47.6,1.4,44,238,326,NA,NA
Hollywood Brown,WR,PHI,282.7,41.9,69.4,14.1,25.62,217,350,10,NA
Jerome Ford,RB,WAS,283.1,22.2,70.6,3.8,29.58,177,318,7,NA
Trey Smack,K,GB,283.5,118.0,118.0,118.0,63.45,215,375,11,NA
Michael Penix Jr.,QB,ATL,284.2,119.2,158.3,52.3,27.59,179,348,11,NA
Najee Harris,RB,LAC,284.5,21.4,48.5,1.2,29.16,228,329,7,NA
Seth McGowan,RB,IND,284.7,20.7,47.6,0.5,28,233,337,13,NA
Tampa Bay Buccaneers,DST,TB,286.0,107.0,107.0,107.0,49.1,190,366,10,NA
Skyler Bell,WR,BUF,287.2,41.4,68.4,10.9,33.79,224,388,7,NA
Kyle Juszczyk,RB,SF,288.8,19.8,62.8,0.0,54.86,203,354,8,NA
Jake Tonges,TE,SF,289.0,56.2,83.0,31.2,24.24,226,341,8,NA
Deshaun Watson,QB,CLE,289.5,113.7,150.9,52.3,28.25,214,349,11,NA
Jaleel McLaughlin,RB,DEN,289.7,18.1,67.9,0.0,28.97,189,360,10,NA
Joe Mixon,RB,FA,289.7,19.0,82.4,0.0,50.52,154,365,NA,NA
Jahan Dotson,WR,ATL,289.9,41.0,81.1,12.1,39.02,195,360,11,NA
Devin Singletary,RB,NYG,290.9,17.3,47.6,0.5,21.94,234,337,8,NA
Emari Demercado,RB,KC,291.1,16.6,77.7,0.0,32.49,169,383,5,NA
Derius Davis,WR,LAC,291.5,40.4,53.5,18.7,36.5,255,328,7,NA
Ja'Kobi Lane,WR,BAL,292.3,39.8,66.0,14.9,24.77,229,342,13,NA
Kirk Cousins,QB,LV,292.8,108.6,158.3,37.0,33.36,179,359,13,NA
Konata Mumpfield,WR,LAR,293.0,38.9,66.0,11.4,31.3,232,374,11,NA
Isaiah Bond,WR,CLE,293.4,37.5,60.6,10.4,31.78,239,396,11,NA
Joshua Palmer,WR,BUF,294.1,36.1,87.2,11.4,45.14,180,374,7,NA
Jake Elliott,K,PHI,294.4,117.5,117.5,117.5,47.45,212,384,10,NA
Carolina Panthers,DST,CAR,294.6,106.5,106.5,106.5,47.75,185,368,5,NA
Darnell Washington,TE,PIT,294.7,54.1,83.0,10.3,32.2,224,390,9,NA
Brandon McManus,K,FA,295.6,117.0,117.0,117.0,75.25,203,396,NA,NA
Oscar Delp,TE,NO,295.8,52.3,83.0,11.6,31.93,230,373,8,NA
Adam Randall,RB,BAL,296.0,15.9,49.9,0.1,26.65,223,349,13,NA
Jalen Tolbert,WR,MIA,296.8,34.8,78.0,10.4,53.62,205,389,6,NA
Odell Beckham Jr.,WR,NYG,297.3,33.6,90.8,11.4,89.67,171,370,8,NA
Isaac Guerendo,RB,SF,297.7,15.0,47.6,0.4,27.64,231,341,8,NA
Shedeur Sanders,QB,CLE,298.1,103.6,150.9,29.9,29.78,214,368,11,NA
Caleb Douglas,WR,MIA,298.2,32.7,87.2,10.4,51.92,184,391,6,NA
Bam Knight,RB,ARI,299.2,14.1,45.5,0.0,29.67,243,372,14,NA
Tyler Lockett,WR,LV,300.5,32.0,81.1,9.9,78.24,197,414,13,NA
Sione Vaki,RB,DET,300.6,13.2,48.5,0.8,38.86,226,332,6,NA
Tahj Brooks,RB,CIN,301.0,12.3,45.5,0.0,24,243,362,6,NA
Ryan Fitzgerald,K,CAR,301.2,116.5,116.5,116.5,73,210,410,5,NA
Washington Commanders,DST,WAS,301.9,106.0,106.0,106.0,74.11,190,404,7,NA
Tyler Goodson,RB,ATL,302.0,11.7,32.1,1.2,28.25,263,329,11,NA
Cedric Tillman,WR,CLE,302.8,31.5,56.4,10.9,28.49,251,384,11,NA
